date,bvsp,bvsp_daily_returns,vol,class
2014-04,51470.0785,0.0012626534964000958,0.013428522613100503,Low
2014-05,53122.21333333333,-0.0002896361543228328,0.011986510698437087,Low
2014-06,53656.0152631579,0.0020096834459941877,0.012073080208600666,Low
2014-07,55790.41181818182,0.002274340306447323,0.010578019721059392,Low
2014-08,57748.77428571429,0.00451816499366535,0.01103459616129238,Low
2014-09,58278.306818181816,-0.005520104660465627,0.013191958464039272,Low
2014-10,54342.79217391304,0.0008066749468269525,0.02212361702925273,High
2014-11,53579.121578947364,0.0002306795005046053,0.023017050703211406,High
2014-12,50007.587,-0.004290950998994558,0.021519828671092953,High
2015-01,48369.30666666667,-0.0029031204627748127,0.019267505663258393,High
2015-02,50131.34888888889,0.005365152534245644,0.016358916371603097,High
2015-03,50405.27863636364,-0.0002787087844002884,0.014104937182590987,Low
2015-04,54495.8705,0.0048109109518312656,0.01348690784739551,Low
2015-05,55807.563500000004,-0.0031115333462732875,0.012564293705356519,Low
2015-06,53483.079999999994,0.000351658234211138,0.01228754811748968,Low
2015-07,51559.46227272727,-0.0018722481400128604,0.011029705292075396,Low
2015-08,47687.76904761905,-0.003997078883786304,0.013185968877219165,Low
2015-09,46314.67952380952,-0.0015046078778689696,0.016622810037254892,High
2015-10,47281.822857142855,0.0009723880406216237,0.01668140606166991,High
2015-11,47089.75315789474,-0.0007129764114991152,0.016641532275811888,High
2015-12,44682.155,-0.0018748527830392103,0.016821329393834097,High
2016-01,39390.34473684211,-0.0035324438598848904,0.015140803068102358,Low
2016-02,41025.23263157895,0.0032496299037713936,0.020365108118518365,High
2016-03,49174.20318181818,0.007432697947218746,0.02257396709480949,High
2016-04,51852.0375,0.003898755498154366,0.021653309498200726,High
2016-05,51016.18047619048,-0.004959088562808848,0.01848979028546762,High
2016-06,50161.259545454544,0.0029176099946572986,0.015898561420744778,Low
2016-07,55022.03047619047,0.005109602390540162,0.013960371580466566,Low
2016-08,57988.145217391306,0.0005025738224393885,0.011130515106949018,Low
