bvsp,volume,moving_average_1,moving_average_2,moving_average_3,moving_average_9,moving_average_12,cmp_moving_average_1_moving_average_9,cmp_moving_average_1_moving_average_12,cmp_moving_average_2_moving_average_9,cmp_moving_average_2_moving_average_12,cmp_moving_average_3_moving_average_9,cmp_moving_average_3_moving_average_12,OBV,obv_ma_1,obv_ma_2,obv_ma_3,obv_ma_9,obv_ma_12,cmp_obv_ma_1_obv_ma_9,cmp_obv_ma_1_obv_ma_12,cmp_obv_ma_2_obv_ma_9,cmp_obv_ma_2_obv_ma_12,cmp_obv_ma_3_obv_ma_9,cmp_obv_ma_3_obv_ma_12,mom_9,mom_12,selic,bvsp_returns,risk_premium
36450.33,2396745080000.0,36450.33,36341.275,36586.55666666667,37581.015555555554,36150.4,0.0,1.0,0.0,1.0,0.0,1.0,1.442802621736964e+16,1.442802621736964e+16,1.442682784482964e+16,1.442722551292064e+16,1.4425273565716826e+16,1.4423241417997312e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0025091318834196195,0.006019780184598034,0.00351065
39278.99,3407253926000.0,39278.99,37864.66,37320.51333333333,37680.64444444445,36907.52333333334,1.0,1.0,1.0,1.0,0.0,1.0,1.443143347129564e+16,1.443143347129564e+16,1.442972984433264e+16,1.442836305365164e+16,1.4426297917612924e+16,1.4424630080154102e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0024730602232295087,0.07760313829806198,0.07513008
41929.93,1964994977000.0,41929.93,40604.46,39219.75,38049.48222222223,37741.63333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.443339846627264e+16,1.443339846627264e+16,1.443241596878414e+16,1.443095271831264e+16,1.442723062340268e+16,1.4425991736315726e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002473793005929987,0.06749002456529563,0.06501623
44476.48,2661838288000.0,44476.48,43203.205,41895.13333333333,38774.427777777775,38659.545,1.0,1.0,1.0,1.0,1.0,1.0,1.443606030456064e+16,1.443606030456064e+16,1.443472938541664e+16,1.4433630747376306e+16,1.4428705300908632e+16,1.4427362861131696e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002454584963916908,0.06073346652379352,0.05827888
44642.33,2210915800000.0,44642.33,44559.405,43682.91333333334,39249.71,39181.21166666666,1.0,1.0,1.0,1.0,1.0,1.0,1.443827122036064e+16,1.443827122036064e+16,1.443716576246064e+16,1.443590999706464e+16,1.4430031827259488e+16,1.4428700937475854e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002454584963916908,0.0037289371820792283,0.00127435
43886.08,2898316854000.0,43886.08,44264.205,44334.96333333334,40066.89555555556,39620.8525,1.0,1.0,1.0,1.0,1.0,1.0,1.443537290350664e+16,1.443537290350664e+16,1.443682206193364e+16,1.4436568142809306e+16,1.4431319010193148e+16,1.4429565003254338e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002435803224412467,-0.016940200029881947,-0.019376
45804.66,2788662515000.0,45804.66,44845.37,44777.69,41086.46,40275.24333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.443816156602164e+16,1.443816156602164e+16,1.443676723476414e+16,1.4437268563296306e+16,1.4432708274531084e+16,1.443084611650555e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002416704178067455,0.04371727891850896,0.04130057
48954.51,2311245316000.0,48954.51,47379.58500000001,46215.083333333336,42406.170000000006,40991.05333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.444047281133764e+16,1.444047281133764e+16,1.443931718867964e+16,1.4438002426955306e+16,1.4434091825890528e+16,1.4432024477183442e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002416704178067455,0.06876702064811746,0.06635032
52270.96,2008111335000.0,52270.96,50612.735,49010.043333333335,44188.252222222225,42302.6825,1.0,1.0,1.0,1.0,1.0,1.0,1.444248092267264e+16,1.444248092267264e+16,1.444147686700514e+16,1.4440371766677306e+16,1.4435964209266418e+16,1.4433582199314186e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002377507849061078,0.0677455458138585,0.06536804
54396.23,1056748069000.0,54396.23,53333.595,51873.899999999994,46182.24111111111,43783.32000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.444353767074164e+16,1.444353767074164e+16,1.444300929670714e+16,1.4442163801583974e+16,1.4437687704085528e+16,1.4435072156294304e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002336896674335247,0.040658713748513486,0.03832182
54170.45,1151761940000.0,54170.45,54283.34,53612.54666666666,47836.84777777778,45207.76416666667,1.0,1.0,1.0,1.0,1.0,1.0,1.444238590880164e+16,1.444238590880164e+16,1.444296178977164e+16,1.444280150073864e+16,1.4438904641586194e+16,1.4436269244602558e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002336896674335247,-0.004150655293574723,-0.00648755
54641.11,106332651000.0,54641.11,54405.78,54402.59666666667,49249.20111111111,46741.83833333334,1.0,1.0,1.0,1.0,1.0,1.0,1.444249224145264e+16,1.444249224145264e+16,1.444243907512714e+16,1.4442805273665306e+16,1.4439915061050638e+16,1.4437674475366142e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0023160262920845142,0.008688500833941903,0.00637247
60465.06,142896936000.0,60465.06,57553.085,56425.54,51025.71,48743.065833333334,1.0,1.0,1.0,1.0,1.0,1.0,1.444263513838864e+16,1.444263513838864e+16,1.444256368992064e+16,1.444250442954764e+16,1.4440645598142638e+16,1.4438891885451058e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0023160262920845142,0.10658549945270135,0.10426947
65316.79,111714343000.0,65316.79,62890.925,60140.986666666664,53322.87222222223,50912.88250000001,1.0,1.0,1.0,1.0,1.0,1.0,1.444274685273164e+16,1.444274685273164e+16,1.444269099556014e+16,1.4442624744190974e+16,1.4441142890628306e+16,1.4439834667237392e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0023160262920845142,0.08024022468513237,0.0779242
63018.43,52385339000.0,63018.43,64167.61,62933.426666666666,55448.68888888889,52670.2575,1.0,1.0,1.0,1.0,1.0,1.0,1.444269446739264e+16,1.444269446739264e+16,1.444272066006214e+16,1.444269215283764e+16,1.4441956397726752e+16,1.4440609333997392e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0023160262920845142,-0.03518788966818487,-0.03750392
63884.68,75006179000.0,63884.68,63451.555,64073.299999999996,57457.58,54287.607500000006,1.0,1.0,1.0,1.0,1.0,1.0,1.444276947357164e+16,1.444276947357164e+16,1.444273197048214e+16,1.4442736931231974e+16,1.4442468387454528e+16,1.4441168431414974e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0023160262920845142,0.013745978755738575,0.01142995
59490.9,64972999000.0,59490.9,61687.79,62131.33666666666,58628.29,55524.988333333335,1.0,1.0,1.0,1.0,1.0,1.0,1.444270450057264e+16,1.444270450057264e+16,1.444273698707214e+16,1.444272281384564e+16,1.4442716352925084e+16,1.444153787143264e+16,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0023160262920845142,-0.06877673958764452,-0.07109277
63496.48,48383941000.0,63496.48,61493.69,62290.68666666667,59875.57,57159.18833333333,1.0,1.0,1.0,1.0,1.0,1.0,1.444275288451364e+16,1.444275288451364e+16,1.444272869254314e+16,1.4442742286219306e+16,1.4442746570907418e+16,1.4442152869849888e+16,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0023160262920845142,0.06733096994666421,0.06501494
60965.07,21483378000.0,60965.07,62230.775,61317.48333333334,60605.44111111111,58422.555833333325,1.0,1.0,1.0,1.0,1.0,1.0,1.444273140113564e+16,1.444273140113564e+16,1.444274214282464e+16,1.4442729595407306e+16,1.444265698539564e+16,1.4442533689442722e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002351686413994789,-0.03986693435604627,-0.04221862
67868.88,25864312000.0,67868.88,64416.975000000006,64110.14333333333,62127.48888888889,59998.75333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.444275726544764e+16,1.444275726544764e+16,1.444274433329164e+16,1.4442747183698974e+16,1.4442698247245196e+16,1.4442724060618558e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002354132535825901,0.11324205811622967,0.11088793
72592.5,24527463000.0,72592.5,70230.69,67142.15000000001,64122.08777777778,61692.215,1.0,1.0,1.0,1.0,1.0,1.0,1.444278179291064e+16,1.444278179291064e+16,1.444276952917914e+16,1.4442756819831306e+16,1.4442730419629416e+16,1.444274913313839e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002396492288587775,0.06959920364090277,0.06720271
65017.58,28042600000.0,65017.58,68805.04000000001,68492.98666666666,64627.92333333334,62577.32750000001,1.0,1.0,1.0,1.0,1.0,1.0,1.444275375031064e+16,1.444275375031064e+16,1.444276777161064e+16,1.4442764269556306e+16,1.4442743598731864e+16,1.4442683806435808e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0024538396489655035,-0.10434852085270518,-0.10680236
59505.17,22831838000.0,59505.17,62261.375,65705.08333333333,63982.18777777777,63021.88749999999,0.0,0.0,0.0,0.0,1.0,1.0,1.444273091847264e+16,1.444273091847264e+16,1.444274233439164e+16,1.4442755487231306e+16,1.444274182825864e+16,1.4442712557241722e+16,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0024538396489655035,-0.08478337704971495,-0.08723722
55665.33,35435240000.0,55665.33,57585.25,60062.693333333336,63165.176666666666,63107.239166666666,0.0,0.0,0.0,0.0,0.0,0.0,1.444269548323264e+16,1.444269548323264e+16,1.444271320085264e+16,1.444272671733864e+16,1.4442741941129752e+16,1.4442729494056722e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0025077107946599054,-0.06452951903170756,-0.06703723
49537.66,46437749000.0,49537.66,52601.495,54902.72,61571.06333333334,62196.6225,0.0,0.0,0.0,0.0,0.0,0.0,1.444264904548364e+16,1.444264904548364e+16,1.444267226435814e+16,1.444269181572964e+16,1.4442728560231086e+16,1.4442730652981306e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025069995837153415,-0.11008054744308526,-0.11258755
37260.65,33453362000.0,37260.65,43399.155,47487.880000000005,59101.03555555555,59858.61083333333,0.0,0.0,0.0,0.0,0.0,0.0,1.444261559212164e+16,1.444261559212164e+16,1.444263231880264e+16,1.444265337361264e+16,1.4442718681514308e+16,1.4442719714597138e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025069995837153415,-0.24783185156505172,-0.25033885
36595.87,32444149000.0,36595.87,36928.26,41131.39333333333,56112.07888888889,57656.730833333335,0.0,0.0,0.0,0.0,0.0,0.0,1.444258314797264e+16,1.444258314797264e+16,1.444259937004714e+16,1.4442615928525974e+16,1.444269982189864e+16,1.4442710437978808e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002508421561034446,-0.01784134200557419,-0.02034976
37550.31,33499197000.0,37550.31,37073.09,37135.61,53510.43888888889,55462.200000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.444261664716964e+16,1.444261664716964e+16,1.444259989757114e+16,1.4442605129087974e+16,1.4442687071457974e+16,1.4442697702445306e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024342871250004404,0.026080538596295,0.02364625
39296.48,30069513000.0,39296.48,38423.395000000004,37814.22,50335.72777777778,53779.331666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.444264671668264e+16,1.444264671668264e+16,1.444263168192614e+16,1.444261550394164e+16,1.4442674788261864e+16,1.4442692887121142e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024342871250004404,0.04650214605418723,0.04406786
38179.79,35335865000.0,38179.79,38738.135,38342.193333333336,46512.09333333333,51669.607500000006,0.0,0.0,0.0,0.0,0.0,0.0,1.444261138081764e+16,1.444261138081764e+16,1.444262904875014e+16,1.4442624914889974e+16,1.4442655853584862e+16,1.4442681095146472e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023143397424036528,-0.02841704905884701,-0.03073139
40917.9,34550716000.0,40917.9,39548.845,39464.723333333335,43834.351111111115,49999.01000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.444264593153364e+16,1.444264593153364e+16,1.444262865617564e+16,1.444263467634464e+16,1.444264387372075e+16,1.444267397267964e+16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022265900141024476,0.07171621425890495,0.06948962
47289.53,35239129000.0,47289.53,44103.715,42129.073333333334,42477.05777777778,48284.06416666667,1.0,0.0,1.0,0.0,0.0,0.0,1.444268117066264e+16,1.444268117066264e+16,1.444266355109814e+16,1.444264616100464e+16,1.4442638346186308e+16,1.4442667631447558e+16,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0022265900141024476,0.15571742440350067,0.15349083
53202.37,30445525000.0,53202.37,50245.95,47136.6,42203.39555555556,46668.22,1.0,1.0,1.0,1.0,1.0,1.0,1.444271161618764e+16,1.444271161618764e+16,1.444269639342514e+16,1.444267957279464e+16,1.4442640138736862e+16,1.4442661783387306e+16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0021313130248953936,0.1250348650113462,0.12290355
51464.03,29458075000.0,51464.03,52333.2,50651.97666666666,42417.43666666667,45538.75750000001,1.0,1.0,1.0,1.0,1.0,1.0,1.444268215811264e+16,1.444268215811264e+16,1.444269688715014e+16,1.4442691648320974e+16,1.4442643817917864e+16,1.4442655817370806e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.002079360502935017,-0.03267410831509954,-0.03475347
54765.65,27932003000.0,54765.65,53114.84,53144.01666666667,44362.43666666667,45143.79749999999,1.0,1.0,1.0,1.0,1.0,1.0,1.444271009011564e+16,1.444271009011564e+16,1.444269612411414e+16,1.444270128813864e+16,1.4442654317694972e+16,1.444265408167439e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.002079360502935017,0.0641539343110129,0.06207457
56489.4,28071367000.0,56489.4,55627.525,54239.693333333336,46572.828888888886,45212.47,1.0,1.0,1.0,1.0,1.0,1.0,1.444273816148264e+16,1.444273816148264e+16,1.444272412579914e+16,1.4442710136570306e+16,1.4442671541418308e+16,1.4442657638195224e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002079360502935017,0.03147502129528279,0.02939566
61518.95,33944352000.0,61518.95,59004.175,57591.333333333336,49236.01111111111,46210.910833333335,1.0,1.0,1.0,1.0,1.0,1.0,1.444277210583464e+16,1.444277210583464e+16,1.444275513365864e+16,1.4442740119144306e+16,1.4442688814603306e+16,1.4442667893224472e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002079360502935017,0.08903528803633942,0.08695593
61539.2,30950504000.0,61539.2,61529.075,59849.18333333333,51707.42444444445,48234.12333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.444280305633864e+16,1.444280305633864e+16,1.444278758108664e+16,1.4442771107885306e+16,1.4442706185676196e+16,1.4442683515242558e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002079360502935017,0.0003291668664695546,-0.00175019
67050.75,25856341000.0,67050.75,64294.975,63369.63333333333,54915.30888888889,50772.03,1.0,1.0,1.0,1.0,1.0,1.0,1.444282891267964e+16,1.444282891267964e+16,1.444281598450914e+16,1.4442801358284306e+16,1.4442730355883084e+16,1.4442703995634806e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002079360502935017,0.08956161276064689,0.08748225
68587.16,32865799000.0,68587.16,67818.955,65725.70333333332,57989.671111111114,53358.43416666667,1.0,1.0,1.0,1.0,1.0,1.0,1.444286177847864e+16,1.444286177847864e+16,1.444284534557914e+16,1.444283124916564e+16,1.4442754338876972e+16,1.444272442324389e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002079360502935017,0.022914135934348323,0.02083478
65402.25,28139485000.0,65402.25,66994.705,67013.38666666666,60002.195555555554,55533.915,1.0,1.0,1.0,1.0,1.0,1.0,1.444283363899364e+16,1.444283363899364e+16,1.444284770873614e+16,1.4442841443383974e+16,1.4442771279802638e+16,1.4442740000103138e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002079360502935017,-0.04643595098557807,-0.04851531
66510.94,37817278000.0,66510.94,65956.595,66833.45,61480.92555555555,57894.84416666667,1.0,1.0,1.0,1.0,1.0,1.0,1.444287145627164e+16,1.444287145627164e+16,1.444285254763264e+16,1.4442855624581306e+16,1.4442789039811974e+16,1.444276167305764e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002079360502935017,0.016951863276875034,0.0148725
70374.54,34293567000.0,70374.54,68442.73999999999,67429.24333333333,63582.09333333333,60349.56416666667,1.0,1.0,1.0,1.0,1.0,1.0,1.444290574983864e+16,1.444290574983864e+16,1.444288860305514e+16,1.4442870281701306e+16,1.4442813883337084e+16,1.4442783324583056e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0021549388492187503,0.05808969171086731,0.05593475
67533.75,52407773000.0,67533.75,68954.14499999999,68139.74333333333,65000.771111111106,62036.5825,1.0,1.0,1.0,1.0,1.0,1.0,1.444285334206564e+16,1.444285334206564e+16,1.444287954595214e+16,1.4442876849391974e+16,1.4442829800220416e+16,1.4442797672199974e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0021539644662951817,-0.04036672921769713,-0.04252069
63033.1,36575249000.0,63033.1,65283.425,66980.46333333333,65727.8488888889,62855.81,0.0,1.0,0.0,1.0,1.0,1.0,1.444281676681664e+16,1.444281676681664e+16,1.444283505444114e+16,1.444285861957364e+16,1.4442838534146418e+16,1.444280643475239e+16,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0022265900141024476,-0.06664297480889192,-0.06886956
60934.58,34777342000.0,60934.58,61983.84,63833.81,65662.91888888889,63645.02249999999,0.0,0.0,0.0,0.0,0.0,1.0,1.444278198947464e+16,1.444278198947464e+16,1.444279937814564e+16,1.4442817366118974e+16,1.444283963232864e+16,1.4442814754032554e+16,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.002271327473304554,-0.03329234957506444,-0.03556368
67523.94,38355726000.0,67523.94,64229.259999999995,63830.54,66327.89,64708.21333333334,1.0,1.0,0.0,0.0,0.0,0.0,1.444282034520064e+16,1.444282034520064e+16,1.444280116733764e+16,1.4442806367163974e+16,1.4442841553313308e+16,1.4442823941956306e+16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.002271327473304554,0.10813826894351286,0.10586694
65154.26,43837208000.0,65154.26,66339.09999999999,64537.59333333333,66117.16888888889,65430.285,0.0,0.0,1.0,1.0,0.0,0.0,1.444277650799264e+16,1.444277650799264e+16,1.444279842659664e+16,1.4442792947555974e+16,1.4442835730570308e+16,1.4442827137498806e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.002271327473304554,-0.035093923725422416,-0.03736525
69438.23,48426313000.0,69438.23,67296.245,67372.14333333333,66211.73222222223,66090.22499999999,1.0,1.0,1.0,1.0,1.0,1.0,1.444282493430564e+16,1.444282493430564e+16,1.444280072114914e+16,1.444280726249964e+16,1.4442831636773306e+16,1.4442831539871392e+16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.002271327473304554,0.06575118802669233,0.06347986
70686.21,34132789000.0,70686.21,70062.22,68426.23333333334,66798.83888888889,66852.47583333333,1.0,1.0,1.0,1.0,1.0,1.0,1.444285906709464e+16,1.444285906709464e+16,1.444284200070014e+16,1.444282016979764e+16,1.4442834462117862e+16,1.444283620743439e+16,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.002271327473304554,0.017972520324899044,0.01570119
67731.17,42491749000.0,67731.17,69208.69,69285.20333333332,66934.42,66909.1775,1.0,1.0,1.0,1.0,1.0,1.0,1.444281657534564e+16,1.444281657534564e+16,1.444283782122014e+16,1.4442833525581974e+16,1.4442828364237194e+16,1.4442835179323224e+16,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0022722041532988115,-0.04180504231306226,-0.04407725
69309.98,41876553000.0,69309.98,68520.575,69242.45333333332,66816.13555555556,66969.41249999999,1.0,1.0,1.0,1.0,1.0,1.0,1.444285845189864e+16,1.444285845189864e+16,1.444283751362214e+16,1.4442844698112974e+16,1.4442823108910528e+16,1.4442834902108224e+16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0023151833348291407,0.023309947251760166,0.02099476
66574.88,48663539000.0,66574.88,67942.43,67872.01,66709.59444444446,67067.13166666667,0.0,0.0,1.0,1.0,1.0,1.0,1.444280978835964e+16,1.444280978835964e+16,1.444283412012914e+16,1.4442828271867974e+16,1.4442818269609864e+16,1.4442832914555392e+16,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0023151833348291407,-0.039461849505655455,-0.04177703
67380.7,45965371000.0,67380.7,66977.79000000001,67755.18666666666,67192.66111111111,67139.61166666668,1.0,1.0,0.0,0.0,1.0,1.0,1.444285575373064e+16,1.444285575373064e+16,1.444283277104514e+16,1.444284133132964e+16,1.4442822601489196e+16,1.4442831606010306e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.002356573341571595,0.012103964738652051,0.00974739
68588.06,43543633000.0,68588.06,67984.38,67514.54666666668,68043.04777777777,66990.73833333333,1.0,1.0,0.0,1.0,0.0,1.0,1.444289929736364e+16,1.444289929736364e+16,1.444287752554714e+16,1.444285494648464e+16,1.4442835635699086e+16,1.4442831068304058e+16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0023767098407143326,0.0179184840763007,0.01554177
66119.4,48360075000.0,66119.4,67353.73,67362.72,67886.98777777777,66872.87583333334,0.0,0.0,0.0,1.0,0.0,1.0,1.444285093728864e+16,1.444285093728864e+16,1.444287511732614e+16,1.4442868662794306e+16,1.4442839034819976e+16,1.4442830867905974e+16,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0023767098407143326,-0.03599256197069878,-0.03836927
64616.35,39742561000.0,64616.35,65367.875,66441.27,67827.22,67004.81333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.444281119472764e+16,1.444281119472764e+16,1.444283106600814e+16,1.4442853809793306e+16,1.444284288890164e+16,1.4442830403565222e+16,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.002396492288587775,-0.02273235994277012,-0.02512885
62403.64,41715968000.0,62403.64,63509.994999999995,64379.79666666666,67045.5988888889,67127.235,0.0,0.0,0.0,0.0,0.0,0.0,1.444276947875964e+16,1.444276947875964e+16,1.444279033674364e+16,1.4442810536925306e+16,1.4442836727174308e+16,1.444282936100564e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0024159334568143475,-0.034243809809746284,-0.03665974
58823.45,72287607000.0,58823.45,60613.545,61947.81333333333,65727.51444444444,66402.19416666667,0.0,0.0,0.0,0.0,0.0,0.0,1.444269719115264e+16,1.444269719115264e+16,1.444273333495614e+16,1.4442759288213306e+16,1.4442818740958528e+16,1.4442819098168306e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024151622089323864,-0.05737149307316047,-0.05978666
56498.24,55531342000.0,56498.24,57660.845,59241.776666666665,64479.411111111105,65680.85916666666,0.0,0.0,0.0,0.0,0.0,0.0,1.444264165981064e+16,1.444264165981064e+16,1.444266942548164e+16,1.4442702776574306e+16,1.4442799305899086e+16,1.4442807860819808e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002375112124029548,-0.03952862336364149,-0.04190374
52319.0,53851605000.0,52319.0,54408.619999999995,55880.23,62591.52444444444,64254.25666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.444258780820564e+16,1.444258780820564e+16,1.444261473400814e+16,1.4442642219722974e+16,1.444276923437764e+16,1.4442788100311472e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002334412650850877,-0.07397115379169328,-0.07630557
58300.3,48805290000.0,58300.3,55309.65,55705.84666666666,61672.12666666667,63222.0975,0.0,0.0,0.0,0.0,0.0,0.0,1.444263661349564e+16,1.444263661349564e+16,1.444261221085064e+16,1.444262202717064e+16,1.4442749992726084e+16,1.4442769562511558e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002334412650850877,0.11432366826583085,0.11198926
56876.07,51411654000.0,56876.07,57588.185,55831.79,60504.945555555554,62317.50583333333,0.0,0.0,0.0,0.0,0.0,0.0,1.444258520184164e+16,1.444258520184164e+16,1.444261090766864e+16,1.444260320784764e+16,1.4442719931405084e+16,1.4442750281386224e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022930405291384927,-0.024429205338566073,-0.02672225
56755.13,55119837000.0,56755.13,56815.6,57310.5,59190.17555555555,61271.26833333333,0.0,0.0,0.0,0.0,0.0,0.0,1.444253008200464e+16,1.444253008200464e+16,1.444255764192314e+16,1.444258396578064e+16,1.4442678907476306e+16,1.444272291722839e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022482884142621205,-0.0021263775784789996,-0.00437467
63085.06,52916295000.0,63085.06,59920.095,58905.420000000006,58853.026666666665,60980.450000000004,1.0,1.0,1.0,0.0,1.0,0.0,1.444258299829964e+16,1.444258299829964e+16,1.444255654015214e+16,1.444256609404864e+16,1.4442649136477528e+16,1.4442704018056726e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022482884142621205,0.11153053477280372,0.10928225
65811.96,55588855000.0,65811.96,64448.509999999995,61884.049999999996,58985.87222222222,60849.72166666666,1.0,1.0,1.0,1.0,1.0,1.0,1.444263858715464e+16,1.444263858715464e+16,1.444261079272714e+16,1.4442583889152974e+16,1.4442629957858308e+16,1.4442685920842056e+16,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.002179023467762373,0.04322576533968592,0.04104674
64514.56,54261216000.0,64514.56,65163.259999999995,64470.52666666667,59220.41888888889,60510.263333333336,1.0,1.0,1.0,1.0,1.0,1.0,1.444258432593864e+16,1.444258432593864e+16,1.444261145654664e+16,1.4442601970464306e+16,1.4442609385322638e+16,1.4442659673223306e+16,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.002105133951028362,-0.0197137420006942,-0.02181888
61820.26,77092556000.0,61820.26,63167.40999999999,64048.926666666666,59553.39777777778,60152.00166666667,1.0,1.0,1.0,1.0,1.0,1.0,1.444250723338264e+16,1.444250723338264e+16,1.444254577966064e+16,1.4442576715491974e+16,1.4442588278903752e+16,1.4442631031231138e+16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0020518985164930405,-0.041762665668029,-0.04381456
54488.05,62934053000.0,54488.05,58154.155,60274.29,59330.043333333335,59307.97666666666,0.0,0.0,0.0,0.0,1.0,1.0,1.444244429932964e+16,1.444244429932964e+16,1.444247576635614e+16,1.444251195288364e+16,1.4442566349961418e+16,1.444260045661464e+16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020529675633415324,-0.11860529218091287,-0.12065826
54355.43,59275618000.0,54355.43,54421.73999999999,56887.91333333333,59556.31333333334,58637.2925,0.0,0.0,0.0,0.0,0.0,0.0,1.444238502371164e+16,1.444238502371164e+16,1.444241466152064e+16,1.4442445518807974e+16,1.4442543818350972e+16,1.4442568418693974e+16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0019970687260719554,-0.0024339281732417284,-0.004431
